ORDUA-HORA|ZENB-ESCRUT.|ESPARRUARREN KOD.-COD.AMBITO|ESPARRUAREN IZENA-NOMBRE AMBITO|ZENTSUA-CENSO|HAUTETSIAK-ELECTOS|PARTE HARTZE %-% PARTICIPACION|HAUTESLEAK-VOTANTES|BALIOGABEAK-NULOS|BALIOZKOAK-VALIDOS|ZURIAK-BLANCOS|AURKEZTUTAKO HAUTAGAIAK|1 HAUTAGAIA-CANDIDATURA 1|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|2 HAUTAGAIA-CANDIDATURA 2|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|3 HAUTAGAIA-CANDIDATURA 3|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|4 HAUTAGAIA-CANDIDATURA 4|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|5 HAUTAGAIA-CANDIDATURA 5|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|6 HAUTAGAIA-CANDIDATURA 6|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|7 HAUTAGAIA-CANDIDATURA 7|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|8 HAUTAGAIA-CANDIDATURA 8|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|9 HAUTAGAIA-CANDIDATURA 9|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|10 HAUTAGAIA-CANDIDATURA 10|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|11 HAUTAGAIA-CANDIDATURA 11|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|12 HAUTAGAIA-CANDIDATURA 12|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|13 HAUTAGAIA-CANDIDATURA 13|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|14 HAUTAGAIA-CANDIDATURA 14|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|15 HAUTAGAIA-CANDIDATURA 15|BALIOZKO BOTOEKIKO %-% SOBRE VOTOS VALIDOS|BOTOAK-VOTOS|HAUTETSIAK-ELECTOS|ANTEULT.ESCAÑO|ULTIMO ESCAÑO|PARTIDO 1 OPTA ULT.ESCAÑO|VOTOS PARTIDO 1|PARTIDO 2 OPTA ULT.ESCAÑO|VOTOS PARTIDO 2|
11:22|100.00|40|HERNANI|15286|17|92.80|14186|4015|10171|1995|5|EUSKAL HERRIA BILDU|26.39|2685|6|ORAIN HERNANI|20.81|2117|5|P.SOCIALISTA EUSKADI-EE(PSOE)|12.42|1264|2|EUZKO ALDERDI JELTZALEA - PNV|11.07|1126|2|PARTIDO POPULAR|9.67|984|2| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|ORAIN HERNANI|P.SOCIALISTA EUSKADI-EE(PSOE)|8|EUZKO ALDERDI JELTZALEA - PNV|146|#
11:22|100.00|41|HERNIALDE|266|7|81.20|216|134|82|67|1|HERNIALDEKO HERRITARRAK|18.29|15|7| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |HERNIALDEKO HERRITARRAK|HERNIALDEKO HERRITARRAK|HERNIALDEKO HERRITARRAK|0| |0|#
11:22|100.00|42|IBARRA|3275|11|90.83|2975|1141|1834|566|4|EUSKAL HERRIA BILDU|30.69|563|5|P.SOCIALISTA EUSKADI-EE(PSOE)|14.39|264|2|PARTIDO POPULAR|12.81|235|2|EUZKO ALDERDI JELTZALEA - PNV|11.23|206|2| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|EUZKO ALDERDI JELTZALEA - PNV|P.SOCIALISTA EUSKADI-EE(PSOE)|46|EUSKAL HERRIA BILDU|56|#
11:22|100.00|43|IDIAZABAL|1758|11|91.46|1608|615|993|307|4|IZAL BAI|30.61|304|5|EUSKAL HERRIA BILDU|14.40|143|2|P.SOCIALISTA EUSKADI-EE(PSOE)|12.89|128|2|PARTIDO POPULAR|11.17|111|2| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |IZAL BAI|PARTIDO POPULAR|EUSKAL HERRIA BILDU|25|IZAL BAI|30|#
11:22|100.00|44|IKAZTEGIETA|367|7|86.37|317|122|195|60|4|EUZKO ALDERDI JELTZALEA - PNV|30.76|60|4|EUSKAL HERRIA BILDU|14.35|28|1|P.SOCIALISTA EUSKADI-EE(PSOE)|12.82|25|1|PARTIDO POPULAR|11.28|22|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUZKO ALDERDI JELTZALEA - PNV|EUZKO ALDERDI JELTZALEA - PNV|EUSKAL HERRIA BILDU|3|P.SOCIALISTA EUSKADI-EE(PSOE)|6|#
11:22|100.00|45|IRUN|46953|25|92.54|43453|3793|39660|1857|8|EUZKO ALDERDI JELTZALEA - PNV|18.61|7384|5|EUSKAL HERRIA BILDU|17.35|6884|5|UNION PROGRESO Y DEMOCRACIA|16.60|6585|5|P.SOCIALISTA EUSKADI-EE(PSOE)|13.74|5453|4|CIUDADANOS-PARTIDO CIUDADANIA|12.98|5151|3|PARTIDO POPULAR|6.74|2675|2|IRABAZI-GANAR IRUN|5.80|2304|1|SI SE PUEDE IRUN|3.44|1367|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | |PARTIDO POPULAR|UNION PROGRESO Y DEMOCRACIA|CIUDADANOS-PARTIDO CIUDADANIA|118|IRABAZI-GANAR IRUN|331|#
11:22|100.00|46|IRURA|1174|9|91.48|1074|325|749|161|3|EUSKAL HERRIA BILDU|42.85|321|6|P.SOCIALISTA EUSKADI-EE(PSOE)|28.57|214|3|EUZKO ALDERDI JELTZALEA - PNV|7.07|53|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|EUSKAL HERRIA BILDU|P.SOCIALISTA EUSKADI-EE(PSOE)|1|EUZKO ALDERDI JELTZALEA - PNV|2|#
11:22|100.00|47|ITSASONDO|484|7|89.66|434|132|302|65|3|EUZKO ALDERDI JELTZALEA - PNV|43.04|130|4|EUSKAL HERRIA BILDU|28.47|86|3|P.SOCIALISTA EUSKADI-EE(PSOE)|6.95|21|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUZKO ALDERDI JELTZALEA - PNV|EUSKAL HERRIA BILDU|P.SOCIALISTA EUSKADI-EE(PSOE)|9|EUZKO ALDERDI JELTZALEA - PNV|15|#
11:22|100.00|48|LARRAUL|174|7|71.26|124|63|61|31|2|LARRAULGO HERRITARRAK|39.34|24|6|P.SOCIALISTA EUSKADI-EE(PSOE)|9.83|6|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |LARRAULGO HERRITARRAK|LARRAULGO HERRITARRAK|P.SOCIALISTA EUSKADI-EE(PSOE)|3| |0|#
11:22|100.00|49|LAZKAO|4109|13|92.69|3809|1149|2660|572|3|EUSKAL HERRIA BILDU|42.89|1141|7|P.SOCIALISTA EUSKADI-EE(PSOE)|28.57|760|5|EUZKO ALDERDI JELTZALEA - PNV|7.03|187|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|P.SOCIALISTA EUSKADI-EE(PSOE)|EUSKAL HERRIA BILDU|76|EUZKO ALDERDI JELTZALEA - PNV|118|#
11:22|100.00|50|LEABURU|270|7|81.48|220|110|110|55|2|BIDE BERRIAK|40.00|44|6|EUSKAL HERRIA BILDU|10.00|11|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |BIDE BERRIAK|BIDE BERRIAK|EUSKAL HERRIA BILDU|5| |0|#
11:22|100.00|51|LEGAZPI|6945|13|91.36|6345|1169|5176|577|5|P.SOCIALISTA EUSKADI-EE(PSOE)|36.64|1897|6|EUZKO ALDERDI JELTZALEA - PNV|24.38|1262|4|EUSKAL HERRIA BILDU|13.36|692|2|IRABAZI-GANAR LEGAZPI|8.44|437|1|PARTIDO POPULAR|6.00|311|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |P.SOCIALISTA EUSKADI-EE(PSOE)|EUZKO ALDERDI JELTZALEA - PNV|PARTIDO POPULAR|6|IRABAZI-GANAR LEGAZPI|195|#
11:22|100.00|52|LEGORRETA|1100|9|90.90|1000|303|697|150|3|EUSKAL HERRIA BILDU|42.89|299|6|P.SOCIALISTA EUSKADI-EE(PSOE)|28.55|199|3|EUZKO ALDERDI JELTZALEA - PNV|7.03|49|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|EUSKAL HERRIA BILDU|P.SOCIALISTA EUSKADI-EE(PSOE)|2|EUZKO ALDERDI JELTZALEA - PNV|2|#
11:22|100.00|53|LEZO|4819|13|92.73|4469|1022|3447|509|4|EUSKAL HERRIA BILDU|38.84|1339|6|P.SOCIALISTA EUSKADI-EE(PSOE)|25.84|891|4|EUZKO ALDERDI JELTZALEA - PNV|14.15|488|2|PARTIDO POPULAR|6.38|220|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |P.SOCIALISTA EUSKADI-EE(PSOE)|PARTIDO POPULAR|EUZKO ALDERDI JELTZALEA - PNV|173|EUSKAL HERRIA BILDU|202|#
11:22|100.00|54|LIZARTZA|454|7|88.98|404|203|201|101|2|EUSKAL HERRIA BILDU|39.80|80|6|PARTIDO POPULAR|9.95|20|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|EUSKAL HERRIA BILDU|PARTIDO POPULAR|8| |0|#
11:22|100.00|55|ARRASATE-MONDRAGON|17629|21|91.77|16179|2348|13831|1159|6|P.SOCIALISTA EUSKADI-EE(PSOE)|19.57|2707|5|EUSKAL HERRIA BILDU|18.63|2578|5|SI SE PUEDE-BALEIKE ARRASATE|17.74|2455|4|EUZKO ALDERDI JELTZALEA - PNV|14.49|2005|3|IRABAZI-GANAR ARRASATE|13.95|1930|3|PARTIDO POPULAR|7.20|997|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |P.SOCIALISTA EUSKADI-EE(PSOE)|EUSKAL HERRIA BILDU|PARTIDO POPULAR|36|EUZKO ALDERDI JELTZALEA - PNV|59|#
11:22|100.00|56|MUTRIKU|4111|13|91.48|3761|1440|2321|717|4|MUTRIKUKU BERDEAK + INDEPEND.|30.63|711|6|EUSKAL HERRIA BILDU|14.43|335|3|P.SOCIALISTA EUSKADI-EE(PSOE)|12.79|297|2|EUZKO ALDERDI JELTZALEA - PNV|11.24|261|2| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |MUTRIKUKU BERDEAK + INDEPEND.|EUSKAL HERRIA BILDU|P.SOCIALISTA EUSKADI-EE(PSOE)|39|MUTRIKUKU BERDEAK + INDEPEND.|72|#
11:22|100.00|57|MUTILOA|202|7|75.24|152|95|57|47|1|MUTILOAKO HERRI KANDIDATURA|17.54|10|7| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |MUTILOAKO HERRI KANDIDATURA|MUTILOAKO HERRI KANDIDATURA|MUTILOAKO HERRI KANDIDATURA|0| |0|#
11:22|100.00|58|OLABERRIA|765|7|86.92|665|257|408|127|4|OLABERRIKO HERRI ELKARTEA|30.63|125|4|OLABERRIAREKIN-OLABERRITARRAK|14.46|59|1|EUSKAL HERRIA BILDU|12.74|52|1|P.SOCIALISTA EUSKADI-EE(PSOE)|11.02|45|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |OLABERRIKO HERRI ELKARTEA|OLABERRIKO HERRI ELKARTEA|OLABERRIAREKIN-OLABERRITARRAK|5|EUSKAL HERRIA BILDU|12|#
11:22|100.00|59|OÑATI|8883|17|91.55|8133|3113|5020|1551|4|EUSKAL HERRIA BILDU|30.61|1537|8|P.SOCIALISTA EUSKADI-EE(PSOE)|14.46|726|3|EUZKO ALDERDI JELTZALEA - PNV|12.82|644|3|PARTIDO POPULAR|11.19|562|3| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|PARTIDO POPULAR|P.SOCIALISTA EUSKADI-EE(PSOE)|25|EUZKO ALDERDI JELTZALEA - PNV|107|#
11:22|100.00|60|OREXA|91|5|78.02|71|7|64|3|5|ENEKO MAIOZ GANBOA|22.22|36|1|IRENE POZUETA LIZARRAGA|22.22|36|1|BEÑAT LEUNDA ATXEGA|22.22|36|1|JOAQUIN ITURRIOZ IBARLUCEA|22.22|36|1|ONINTZA ZUBELDIA ALTUNA|11.11|18|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |0| |0|#
11:22|100.00|61|ORIO|4265|13|92.96|3965|1119|2846|557|5|ORIOKO AUKERA INDEPENDIENTEA|26.38|751|5|EUZKO ALDERDI JELTZALEA - PNV|20.83|593|3|EUSKAL HERRIA BILDU|12.47|355|2|P.SOCIALISTA EUSKADI-EE(PSOE)|11.06|315|2|PARTIDO POPULAR|9.66|275|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |P.SOCIALISTA EUSKADI-EE(PSOE)|ORIOKO AUKERA INDEPENDIENTEA|EUZKO ALDERDI JELTZALEA - PNV|9|PARTIDO POPULAR|27|#
11:22|100.00|62|ORMAIZTEGI|982|9|89.81|882|449|433|224|3|ORMAITEGI BATZEN|18.24|79|3|P.SOCIALISTA EUSKADI-EE(PSOE)|15.93|69|3|EUSKAL HERRIA BILDU|14.08|61|3| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |P.SOCIALISTA EUSKADI-EE(PSOE)|EUSKAL HERRIA BILDU|ORMAITEGI BATZEN|4|P.SOCIALISTA EUSKADI-EE(PSOE)|14|#
11:22|100.00|63|OIARTZUN|7993|13|91.86|7343|2809|4534|1401|4|EUZKO ALDERDI JELTZALEA - PNV|30.63|1389|6|EUSKAL HERRIA BILDU|14.42|654|3|P.SOCIALISTA EUSKADI-EE(PSOE)|12.83|582|2|PARTIDO POPULAR|11.20|508|2| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUZKO ALDERDI JELTZALEA - PNV|EUSKAL HERRIA BILDU|P.SOCIALISTA EUSKADI-EE(PSOE)|73|EUZKO ALDERDI JELTZALEA - PNV|138|#
11:22|100.00|64|PASAIA|12517|17|92.01|11517|2040|9477|1010|6|EUSKAL HERRIA BILDU|22.99|2179|5|PUEDE PASAIA(K) AHAL DU|19.33|1832|4|IRABAZI-GANAR PASAIA|18.14|1720|3|P.SOCIALISTA EUSKADI-EE(PSOE)|10.83|1027|2|EUZKO ALDERDI JELTZALEA - PNV|9.62|912|2|PARTIDO POPULAR|8.40|797|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUZKO ALDERDI JELTZALEA - PNV|EUSKAL HERRIA BILDU|IRABAZI-GANAR PASAIA|25|PARTIDO POPULAR|76|#
11:22|100.00|65|SORALUZE-PLACENCIA|3044|11|91.78|2794|1068|1726|533|4|EUSKAL HERRIA BILDU|30.59|528|5|P.SOCIALISTA EUSKADI-EE(PSOE)|14.48|250|2|EUZKO ALDERDI JELTZALEA - PNV|12.80|221|2|PARTIDO POPULAR|11.23|194|2| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|PARTIDO POPULAR|P.SOCIALISTA EUSKADI-EE(PSOE)|42|EUSKAL HERRIA BILDU|55|#
11:22|100.00|66|ERREZIL|457|7|89.05|407|253|154|126|1|EUSKAL HERRIA BILDU|18.18|28|7| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|EUSKAL HERRIA BILDU|EUSKAL HERRIA BILDU|0| |0|#
11:22|100.00|67|ERRENTERIA|30999|21|92.09|28549|10772|17777|5358|5|EUSKAL HERRIA BILDU|37.29|6630|12|PARTIDO POPULAR|15.13|2691|5|ERRENTERIA IRABAZIZ|6.40|1138|2|EUZKO ALDERDI JELTZALEA - PNV|6.03|1073|2|P.SOCIALISTA EUSKADI-EE(PSOE)|4.98|887|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |PARTIDO POPULAR|EUZKO ALDERDI JELTZALEA - PNV|P.SOCIALISTA EUSKADI-EE(PSOE)|2|EUSKAL HERRIA BILDU|346|#
11:22|100.00|68|LEINTZ-GATZAGA|192|5|89.58|172|7|165|3|5|IXIDOR SALABERRI MARTINEZ|22.24|97|1|ENEKA ZANCADA REMENTERIA|22.24|97|1|JOANNES MENDIZABAL GURIDI|22.24|97|1|JUAN BENGOA PAGALDAY|22.24|97|1|ROBERTO OTAZU ARRONIZ|11.00|48|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |0| |0|#
11:22|100.00|69|DONOSTIA-SAN SEBASTIAN|148045|27|93.85|138945|3108|135837|1458|9|PLAZ|21.66|29425|7|CIUDADANOS-PARTIDO CIUDADANIA|17.93|24361|5|P.SOCIALISTA EUSKADI-EE(PSOE)|15.34|20847|5|EUSKAL HERRIA BILDU|13.81|18761|4|IRABAZI-GANAR DONOSTIA|8.67|11778|2|EUZKO ALDERDI JELTZALEA - PNV|8.66|11764|2|UNION PROGRESO Y DEMOCRACIA|5.88|7990|1|PARTIDO POPULAR|5.82|7914|1|P.ANTITAURINO C.MALTRATO ANIMA|1.13|1539|0| | | | | | | | | | | | | | | | | | | | | | | | |PLAZ|P.SOCIALISTA EUSKADI-EE(PSOE)|UNION PROGRESO Y DEMOCRACIA|350|PARTIDO POPULAR|426|#
11:22|100.00|70|SEGURA|1109|9|90.98|1009|305|704|151|3|EUZKO ALDERDI JELTZALEA - PNV|42.89|302|6|P.SOCIALISTA EUSKADI-EE(PSOE)|28.55|201|3|EUSKAL HERRIA BILDU|7.10|50|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUZKO ALDERDI JELTZALEA - PNV|EUZKO ALDERDI JELTZALEA - PNV|P.SOCIALISTA EUSKADI-EE(PSOE)|2|EUSKAL HERRIA BILDU|2|#
11:22|100.00|71|TOLOSA|14829|17|91.90|13629|3126|10503|1548|4|P.SOCIALISTA EUSKADI-EE(PSOE)|38.81|4077|8|PARTIDO POPULAR|25.88|2719|5|EUSKAL HERRIA BILDU|14.15|1487|3|EUZKO ALDERDI JELTZALEA - PNV|6.39|672|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |P.SOCIALISTA EUSKADI-EE(PSOE)|EUSKAL HERRIA BILDU|PARTIDO POPULAR|256|EUZKO ALDERDI JELTZALEA - PNV|321|#
11:22|100.00|72|URNIETA|4732|13|91.54|4332|1228|3104|610|5|EUZKO ALDERDI JELTZALEA - PNV|26.44|821|5|ESCAÑOS EN BLANCO|20.81|646|3|EUSKAL HERRIA BILDU|12.37|384|2|P.SOCIALISTA EUSKADI-EE(PSOE)|11.05|343|2|PARTIDO POPULAR|9.66|300|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |P.SOCIALISTA EUSKADI-EE(PSOE)|EUZKO ALDERDI JELTZALEA - PNV|ESCAÑOS EN BLANCO|12|PARTIDO POPULAR|30|#
11:22|100.00|73|USURBIL|4696|13|91.48|4296|1644|2652|819|4|EUSKAL HERRIA BILDU|30.65|813|6|P.SOCIALISTA EUSKADI-EE(PSOE)|14.44|383|3|EUZKO ALDERDI JELTZALEA - PNV|12.78|339|2|PARTIDO POPULAR|11.23|298|2| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|P.SOCIALISTA EUSKADI-EE(PSOE)|EUZKO ALDERDI JELTZALEA - PNV|45|EUSKAL HERRIA BILDU|82|#
11:22|100.00|74|BERGARA|11660|17|92.71|10810|3064|7746|1524|5|EUSKAL HERRIA BILDU|26.38|2044|6|IRABAZI-GANAR BERGARA|20.83|1614|5|P.SOCIALISTA EUSKADI-EE(PSOE)|12.41|962|2|EUZKO ALDERDI JELTZALEA - PNV|11.05|856|2|PARTIDO POPULAR|9.63|746|2| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|IRABAZI-GANAR BERGARA|P.SOCIALISTA EUSKADI-EE(PSOE)|8|EUZKO ALDERDI JELTZALEA - PNV|114|#
11:22|100.00|75|VILLABONA|4369|13|93.13|4069|2070|1999|1031|3|EUZKO ALDERDI JELTZALEA - PNV|18.10|362|5|EUSKAL HERRIA BILDU|16.15|323|4|P.SOCIALISTA EUSKADI-EE(PSOE)|14.15|283|4| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUZKO ALDERDI JELTZALEA - PNV|P.SOCIALISTA EUSKADI-EE(PSOE)|EUSKAL HERRIA BILDU|32|EUZKO ALDERDI JELTZALEA - PNV|64|#
11:22|100.00|76|ORDIZIA|7051|13|92.19|6501|1153|5348|571|6|ORDIZIA ORAIN|22.98|1229|4|EUZKO ALDERDI JELTZALEA - PNV|19.37|1036|3|IRABAZI-GANAR ORDIZIA|18.11|969|3|EUSKAL HERRIA BILDU|10.82|579|1|P.SOCIALISTA EUSKADI-EE(PSOE)|9.62|515|1|PARTIDO POPULAR|8.39|449|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |IRABAZI-GANAR ORDIZIA|ORDIZIA ORAIN|EUSKAL HERRIA BILDU|37|P.SOCIALISTA EUSKADI-EE(PSOE)|101|#
11:22|100.00|77|URRETXU|5317|13|92.47|4917|1394|3523|691|5|EUSKAL HERRIA BILDU|26.39|930|5|IRABAZI-GANAR URRETXU|20.80|733|3|P.SOCIALISTA EUSKADI-EE(PSOE)|12.46|439|2|EUZKO ALDERDI JELTZALEA - PNV|11.07|390|2|PARTIDO POPULAR|9.65|340|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUZKO ALDERDI JELTZALEA - PNV|EUSKAL HERRIA BILDU|IRABAZI-GANAR URRETXU|12|PARTIDO POPULAR|33|#
11:22|100.00|78|ZALDIBIA|1158|9|91.36|1058|539|519|268|3|ZALDIBIAN HERRIGINTZAN|18.11|94|3|EUSKAL HERRIA BILDU|16.18|84|3|P.SOCIALISTA EUSKADI-EE(PSOE)|14.06|73|3| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|P.SOCIALISTA EUSKADI-EE(PSOE)|ZALDIBIAN HERRIGINTZAN|5|EUSKAL HERRIA BILDU|15|#
11:22|100.00|79|ZARAUTZ|17862|21|92.16|16462|3762|12700|1866|5|P.SOCIALISTA EUSKADI-EE(PSOE)|28.08|3567|7|IRABAZI-GANAR ZARAUTZ|27.03|3434|7|EUSKAL HERRIA BILDU|15.10|1918|4|PARTIDO POPULAR|8.49|1079|2|EUZKO ALDERDI JELTZALEA - PNV|6.58|836|1| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |IRABAZI-GANAR ZARAUTZ|EUSKAL HERRIA BILDU|EUZKO ALDERDI JELTZALEA - PNV|124|P.SOCIALISTA EUSKADI-EE(PSOE)|270|#
11:22|100.00|80|ZUMARRAGA|7958|13|92.46|7358|1200|6158|594|5|IRABAZI-GANAR ZUMARRAGA|33.38|2056|5|EUSKAL HERRIA BILDU|29.81|1836|5|P.SOCIALISTA EUSKADI-EE(PSOE)|17.81|1097|3|EUZKO ALDERDI JELTZALEA - PNV|5.86|361|0|PARTIDO POPULAR|3.47|214|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|P.SOCIALISTA EUSKADI-EE(PSOE)|EUZKO ALDERDI JELTZALEA - PNV|6|IRABAZI-GANAR ZUMARRAGA|139|#
11:22|100.00|81|ZUMAIA|7485|13|92.65|6935|2420|4515|1206|4|P.SOCIALISTA EUSKADI-EE(PSOE)|38.29|1729|8|EUSKAL HERRIA BILDU|22.92|1035|4|PARTIDO POPULAR|7.59|343|1|EUZKO ALDERDI JELTZALEA - PNV|4.47|202|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |P.SOCIALISTA EUSKADI-EE(PSOE)|P.SOCIALISTA EUSKADI-EE(PSOE)|EUZKO ALDERDI JELTZALEA - PNV|24|EUSKAL HERRIA BILDU|47|#
11:22|100.00|901|MENDARO|1447|9|93.08|1347|470|877|234|4|EUSKAL HERRIA BILDU|38.31|336|5|P.SOCIALISTA EUSKADI-EE(PSOE)|22.91|201|3|EUZKO ALDERDI JELTZALEA - PNV|7.63|67|1|PARTIDO POPULAR|4.44|39|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |P.SOCIALISTA EUSKADI-EE(PSOE)|EUZKO ALDERDI JELTZALEA - PNV|PARTIDO POPULAR|28|EUSKAL HERRIA BILDU|67|#
11:22|100.00|902|LASARTE-ORIA|14212|17|91.55|13012|2129|10883|1049|5|AHAL DU LASARTE-ORIA PUEDE|33.36|3631|7|EUSKAL HERRIA BILDU|29.80|3244|6|P.SOCIALISTA EUSKADI-EE(PSOE)|17.80|1938|3|EUZKO ALDERDI JELTZALEA - PNV|5.88|640|1|PARTIDO POPULAR|3.50|381|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUSKAL HERRIA BILDU|AHAL DU LASARTE-ORIA PUEDE|P.SOCIALISTA EUSKADI-EE(PSOE)|138|PARTIDO POPULAR|164|#
11:22|100.00|903|ASTIGARRAGA|4199|13|91.66|3849|1346|2503|669|4|EUZKO ALDERDI JELTZALEA - PNV|38.31|959|8|EUSKAL HERRIA BILDU|22.93|574|4|P.SOCIALISTA EUSKADI-EE(PSOE)|7.55|189|1|PARTIDO POPULAR|4.47|112|0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |EUZKO ALDERDI JELTZALEA - PNV|EUZKO ALDERDI JELTZALEA - PNV|PARTIDO POPULAR|14|EUSKAL HERRIA BILDU|27|#
